"Year","Class","Name","Gender","Mark","Event","State"
"2010","2A","Jarvis Davis, Golden Gate (Naples), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2010","1A","James Anderson, FAMU (Tallahassee), 6'4""","Boys"," 6'4""","High Jump","Florida"
"2011","4A","Willie Bromell, American (Hialeah), 6'7""","Boys"," 6'7""","High Jump","Florida"
"2011","3A","Chase Meyers, Charlotte (Punta Gorda), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2011","2A","Alphonso Legree, Fort White, 6'10""","Boys"," 6'10""","High Jump","Florida"
"2011","1A","Gemikal Prude, Holy Trinity (Melbourne), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2012","4A","Yephni Adelphonse, Park Vista (Lake Worth), 6'5""","Boys"," 6'5""","High Jump","Florida"
"2012","3A","Donavon White, Sebring, 6'6""","Boys"," 6'6""","High Jump","Florida"
"2012","2A","Darius World, Rockledge, 6'10""","Boys"," 6'10""","High Jump","Florida"
"2012","1A","Justin Jack, Orlando Christian Prep, 6'8""","Boys"," 6'8""","High Jump","Florida"
"2013","4A","Christian Williams, American (Hialeah), 6'6""","Boys"," 6'6""","High Jump","Florida"
"2013","3A","Bobby Harris, Springstead (Spring Hill), 6'2""","Boys"," 6'2""","High Jump","Florida"
"2013","2A","Terrell Campbell, Walton (DeFuniak Springs), 6'4""","Boys"," 6'4""","High Jump","Florida"
"2013","1A","Marquis Haynes, University Christian (Jacksonville), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2014","4A","Christian Williams, American (Hialeah), 6'6""","Boys"," 6'6""","High Jump","Florida"
"2014","3A","Chris Rogers, Pine Forest (Pensacola), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2014","2A","Corion Knight, Wakulla (Crawfordville), 6'4""","Boys"," 6'4""","High Jump","Florida"
"2014","1A","Terrel Phillips, Westminster Academy (Fort Lauderdale), 6'2""","Boys"," 6'2""","High Jump","Florida"
"2015","4A","Raymond Nellom, Seminole (Sanford), 6'8''","Boys"," 6'8''","High Jump","Florida"
"2015","3A","John Burt, Lincoln, 6'6''","Boys"," 6'6''","High Jump","Florida"
"2015","2A","Tristan Schultheis, Astronaut, 6'8''","Boys"," 6'8''","High Jump","Florida"
"2015","1A","Kevin McClain, Hamilton County (Jasper), 6'4''","Boys"," 6'4''","High Jump","Florida"
"2016","4A","Triaten Elmore, Oviedo, 6'6''","Boys"," 6'6''","High Jump","Florida"
"2016","3A","Cal Dermody, Gulf Breeze, 6'4''","Boys"," 6'4''","High Jump","Florida"
"2016","2A","Tristan Schultheis, Astronaut, 6'10''","Boys"," 6'10''","High Jump","Florida"
"2016","1A","Hamp Cheevers, Trenton, 6'6''","Boys"," 6'6''","High Jump","Florida"
"2017","4A","Jaasiel Torres, Sarasota, 2.05m","Boys"," 2.05m","High Jump","Florida"
"2017","3A","Donald Chaney, Belen Jesuit (Miami), 2.03m","Boys"," 2.03m","High Jump","Florida"
"2017","2A","Israel Diaz, Citrus (Inverness), 2.00m","Boys"," 2.00m","High Jump","Florida"
"2017","1A","Berrick Jean Louis, Canterbury School (St. Petersburg), 2.05m","Boys"," 2.05m","High Jump","Florida"
"2018","4A","Jaasiel Torres, Sarasota, 2.14m","Boys"," 2.14m","High Jump","Florida"
"2018","3A","Donald Chaney, Belen Jesuit (Miami), 2.02m","Boys"," 2.02m","High Jump","Florida"
"2018","2A","Bryson Kirksey, Bolles (Jacksonville), 2.02m","Boys"," 2.02m","High Jump","Florida"
"2018","1A","Berrick Jean Louis, Canterbury School (St. Petersburg), 2.02m","Boys"," 2.02m","High Jump","Florida"
"2019","4A","Travis Joseph, Taravella (Coral Springs), 6'9.5""","Boys"," 6'9.5""","High Jump","Florida"
"2019","3A","Donald Chaney, Belen Jesuit (Miami), 6'7.5""","Boys"," 6'7.5""","High Jump","Florida"
"2019","2A","Caleb Snowden, Dunbar (Fort Myers), 6'11.5""","Boys"," 6'11.5""","High Jump","Florida"
"2019","1A","Brandon Pottinger, Florida Christian (Miami), 6'3.5""","Boys"," 6'3.5""","High Jump","Florida"
"1989","4A","Steve Cox, Clearwater, 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1989","3A","Jason Rector, Naples, 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1989","2A","Fernando Bustamante, Admiral Farragut (St. Petersburg), 14’0 1/4”","Boys"," 14’0 1/4”","Pole Vault","Florida"
"1989","A","David Baldwin, Montverde Academy, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1990","4A","Kenneth Stissell, Winter Park, 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1990","3A","Joel Nunag, Springstead (Spring Hill), 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1990","2A","William Helms, Santa Fe (Alachua), 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1990","A","Fernando Bustamante, Admiral Farragut (St. Petersburg), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1991","4A","Kenneth Stissell, Winter Park, 15’8”","Boys"," 15’8”","Pole Vault","Florida"
"1991","3A","James Campbell, South Fork (Stuart), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1991","2A","Stacey Daigneau, Crystal River, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1991","A","Fernando Bustamante, Admiral Farragut (St. Petersburg), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1992","4A","Jimmy Owens, Miami Palmetto, 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1992","3A","James Campbell, South Fork (Stuart), 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1992","2A","Jose Cernuda, LaSalle (Miami), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1992","A","David Habibe, Admiral Farragut (St. Petersburg), 11’6”","Boys"," 11’6”","Pole Vault","Florida"
"1993","4A","Brian Till, Osceola (Kissimmee), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1993","3A","Hector Garcia, Belen Jesuit (Miami), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1993","2A","Shannon Savant, Clewiston, 11’6”","Boys"," 11’6”","Pole Vault","Florida"
"1993","A","David Guilfoyle, Montverde Academy, 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1994","5A","Gregory Walden, Orange Park, 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1994","4A","John Kruse, Bayshore (Bradenton), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1994","3A","Tony Marcum, Sebring, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1994","2A","Travis Tedder, Florida High (Tallahassee), 12’3”","Boys"," 12’3”","Pole Vault","Florida"
"1994","A","Sam Freas, Westminster Academy (Fort Lauderdale), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1995","6A","Stefan Carpenter, Hillsborough (Tampa), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1995","5A","Jason Sopher, St. Cloud, 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1995","4A","Nathan Hamann, Poinciana (Kissimmee), 14’7”","Boys"," 14’7”","Pole Vault","Florida"
"1995","3A","Travis Tedder, Florida High (Tallahassee), 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1995","2A","Mark Johnson, Northside Christian (St. Petersburg), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1996","6A","David Riverbark, Hillsborough (Tampa), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1996","5A","Joseph Sullivan, Gulf Breeze, 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1996","4A","Andrew Pitts, Winter Haven, 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1996","3A","Jarrod Hickman, Florida High (Tallahassee), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1996","2A","Mark Johnson, Northside Christian (St. Petersburg), 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1997","6A","Chad Sweetser, Riverview (Sarasota), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1997","5A","Jason Dean, Clearwater, 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1997","4A","Adam Edgington, South Lake (Groveland), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1997","3A","Jarrod Hickman, Florida High (Tallahassee), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1997","2A","Mark Johnson, Northside Christian (St. Petersburg), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1998","6A","Sefried, Barron Collier (Naples), 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1998","5A","Patrick Gerberich, South Lake (Groveland), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1998","4A","Aaron Porter, Sebastian River (Sebastian), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1998","3A","Paul Condron, Clearwater Central Catholic, 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"1998","2A","Joshua Todd, Port St. Joe, 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"1999","6A","Jared Sweetster, Riverview (Sarasota), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1999","5A","Brooks Weber, South Lake (Groveland), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1999","4A","Jeffery Atkinson, Cardinal Gibbons (Fort Lauderdale), 15’9”","Boys"," 15’9”","Pole Vault","Florida"
"1999","3A","Matt Cull, Bishop Verot (Fort Myers), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1999","2A","Eddie McNicholas, Trinity Prep (Winter Park), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"2000","4A","Mark Holmes, Niceville, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"2000","3A","Daniel Shaffer, South Lake (Groveland), 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"2000","2A","Tyson Leider, Astronaut (Titusville), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"2000","A","Eddie McNicholas, Trinity Prep (Winter Park), 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"2001","4A","Garrett Penton, South Lake (Groveland), 15’3”","Boys"," 15’3”","Pole Vault","Florida"
"2001","3A","Ryan Hoff, Naples, 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1973","A","Lee Hatch, Branford, 11’6”","Boys"," 11’6”","Pole Vault","Florida"
"1974","4A","Tom Kaminer, Winter Park, 14’0 1/2”","Boys"," 14’0 1/2”","Pole Vault","Florida"
"1974","3A","Glenn Lewis, Fort Myers, 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1974","2A","David Swinston, Baker, 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"1974","A","Marvin Jackson, Greenville, 12’0”","Boys"," 12’0”","Pole Vault","Florida"
"1976","4A","John Stewart, John I. Leonard (Lake Worth), 15’4”","Boys"," 15’4”","Pole Vault","Florida"
"1976","3A","Mike Bush, Tampa Catholic, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1976","2A","Henry Willis, Fort Meade, 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"1976","A","Richard Brown, Liberty County (Bristol), 11’0”","Boys"," 11’0”","Pole Vault","Florida"
"1977","4A","Donald Bailey, Oak Ridge (Orlando), 15’6”","Boys"," 15’6”","Pole Vault","Florida"
"1977","3A","Gordon Cousins, Tampa Catholic, 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1977","2A","Henry Willis, Fort Meade, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1977","A","Jeffrie Brubaker, St. Joseph (St. Augustine), 12’0”","Boys"," 12’0”","Pole Vault","Florida"
"1978","4A","Steve Austin, Satellite (Satellite Beach), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1978","3A","Mark Ranstadler, Venice, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1978","2A","Terry Wright, Frostproof, 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"1978","A","Jeremiah Manning, Florida School for the Deaf (St. Augustine), 13’9”","Boys"," 13’9”","Pole Vault","Florida"
"1979","4A","Lee Baker, Lyman (Longwood), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1979","3A","Mike Jasczsak, Astronaut (Titusville), 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1979","2A","George Clemons, Crescent City, 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1979","A","William Gay, Freeport, 12’0”","Boys"," 12’0”","Pole Vault","Florida"
"1980","4A","Todd Postlmayr, Edgewater (Orlando), 15’7 1/2”","Boys"," 15’7 1/2”","Pole Vault","Florida"
"1980","3A","Dan North, Cypress Lake (Fort Myers), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1980","2A","George Clemons, Crescent City, 14’1 1/4”","Boys"," 14’1 1/4”","Pole Vault","Florida"
"1980","A","Adam Asquith, St. John Lutheran (Ocala), 14’0 1/4”","Boys"," 14’0 1/4”","Pole Vault","Florida"
"1981","4A","Kenneth Bookhart, Satellite (Satellite Beach), 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1981","3A","Frederick McKinnon, Palatka, 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1981","2A","Dwayne Duke, Pace, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1981","A","Andrew Asquith, St. John Lutheran (Ocala), 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"1982","4A","Mike Woodruff, Winter Park, 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1982","3A","Paul Maurer, Okeechobee, 13’10 3/4”","Boys"," 13’10 3/4”","Pole Vault","Florida"
"1982","2A","William Figlesthaler, Cardinal Mooney (Sarasota), 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1982","A","Andrew Asquith, St. John Lutheran (Ocala), 12’8 1/2”","Boys"," 12’8 1/2”","Pole Vault","Florida"
"1983","4A","Mike Arant, Orange Park, 15’4 1/4”","Boys"," 15’4 1/4”","Pole Vault","Florida"
"1983","3A","Karl Kihlander, Melbourne, 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1983","2A","Keith Kreger, Cardinal Mooney (Sarasota), 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1983","A","Daryl Jones, St. John Lutheran (Ocala), 11’6”","Boys"," 11’6”","Pole Vault","Florida"
"1984","4A","Gerald Flowers, Hialeah Miami Lakes, 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1984","3A","Steve Ott, Lake Weir (Ocala), 15’1”","Boys"," 15’1”","Pole Vault","Florida"
"1984","2A","Keith Kreger, Cardinal Mooney (Sarasota), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1984","A","Daniel Webb, St. John Lutheran (Ocala), 12’0”","Boys"," 12’0”","Pole Vault","Florida"
"1985","4A","Lawrence Carr, Wolfson (Jacksonville), 15’0”","Boys"," 15’0”","Pole Vault","Florida"
"1985","3A","David Hall, Lake Weir (Ocala), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1985","2A","Keith Sibo, Ridgewood (New Port Richey), 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"1985","A","Michael Holloway, Lake Highland Prep (Orlando), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1986","4A","Michael Holloway, Edgewater (Orlando), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1986","3A","Robert Haeck, Leesburg, 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1986","2A","John Pierce, Naples, 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1986","A","John Meadows, Lake Highland Prep (Orlando), 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"1987","4A","Mike Holloway, Edgewater (Orlando), 15’6”","Boys"," 15’6”","Pole Vault","Florida"
"1987","3A","Robert Haeck, Leesburg, 15’5”","Boys"," 15’5”","Pole Vault","Florida"
"1987","2A","Michael Austin, Eustis, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1987","A","John Meadows, Lake Highland Prep (Orlando), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1988","4A","Joe Bierlein, Clearwater, 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1988","3A","Sean Davis, Barron Collier (Naples), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1988","2A","William Breedlove, Lecanto, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1988","A","John Meadows, Lake Highland Prep (Orlando), 15’6”","Boys"," 15’6”","Pole Vault","Florida"
"1971","2A","Dan Mattox, Edgewater (Orlando), 14’6”","Boys"," 14’6”","Pole Vault","Florida"
"1971","A","Steven DeSherlia, Rickards (Tallahassee), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"1971","B","Donald Berg, Ransom (Miami), 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1971","C","Clinton Jacobs, Mount Dora Bible, 11’9”","Boys"," 11’9”","Pole Vault","Florida"
"1972","4A","Bruce Ward, Evans (Orlando), 14’8 3/4”","Boys"," 14’8 3/4”","Pole Vault","Florida"
"1972","3A","Philip Ledford, Apopka, 14’8 3/4”","Boys"," 14’8 3/4”","Pole Vault","Florida"
"1972","2A","Merl Akins, South Sumter (Bushnell), 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"1972","A","Tom Wardenga, Westminster Christian (Miami), 12’0”","Boys"," 12’0”","Pole Vault","Florida"
"1973","4A","Phares Rolle, Winter Park, 15’3 1/4”","Boys"," 15’3 1/4”","Pole Vault","Florida"
"1973","3A","Jesse Joiner, Haines City, 13’6”","Boys"," 13’6”","Pole Vault","Florida"
"1973","2A","Dennis Campbell, Fort Meade, 12’6”","Boys"," 12’6”","Pole Vault","Florida"
"2001","2A","Patrick Johnson, Santa Fe (Alachua), 13’0”","Boys"," 13’0”","Pole Vault","Florida"
"2001","A","Wesley Willoughby, Dade Christian (Miami), 14’0”","Boys"," 14’0”","Pole Vault","Florida"
"2002","4A","Jon Miller, Bloomingdale (Valrico), 15'3""","Boys"," 15'3""","Pole Vault","Florida"
"2002","3A","Shawn Turk, Rutherford (Springfield), 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2002","2A","Robert Burris, Lemon Bay (Englewood), 13'6""","Boys"," 13'6""","Pole Vault","Florida"
"2002","A","Danny Pelligrino, Maclay (Tallahassee), 15'9 1/4""","Boys"," 15'9 1/4""","Pole Vault","Florida"
"2003","4A","Christopher Sienko, Winter Springs, 13'6""","Boys"," 13'6""","Pole Vault","Florida"
"2003","3A","Kurt Lee, Central (Brooksville), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2003","2A","Casey McGinn, Lake Highland Prep (Orlando), 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2003","A","Stephen Gaddis, Port St. Joe, 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2004","4A","Ben Dickens, Douglas (Parkland), 15'9.5""","Boys"," 15'9.5""","Pole Vault","Florida"
"2004","3A","Justin Semeyn, Plant (Tampa), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2004","2A","Casey McGinn, Lake Highland Prep (Orlando), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2004","1A","Erik Anderson, Northside Christian (St. Petersburg), 13'0""","Boys"," 13'0""","Pole Vault","Florida"
"2005","4A","Justin Shepherd, Vero Beach, 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2005","3A","Grant Scelzi, Largo, 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2005","2A","Brett Miller, Crystal River, 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2005","1A","Stirling VanWinkle, Maclay (Tallahassee), 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2006","4A","Christopher Bridgeman, Lyman (Longwood), 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2006","3A","Eric Foran, St. Thomas Aquinas (Fort Lauderdale), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2006","2A","Lavon Downs, Godby (Tallahassee), 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2006","1A","Maximilian Lang, Maclay (Tallahassee), 13'6""","Boys"," 13'6""","Pole Vault","Florida"
"2007","4A","Joseph Davis, Riverview (Sarasota), 15'10""","Boys"," 15'10""","Pole Vault","Florida"
"2007","3A","Riley Egan, St. Thomas Aquinas (Fort Lauderdale), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2007","2A","Hunter Pontalivo, Key West, 15'6""","Boys"," 15'6""","Pole Vault","Florida"
"2007","1A","Noah Thompson, Coral Springs Christian, 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2008","4A","Andrew LaHaye, Lake Brantley (Altamonte Springs), 16'1""","Boys"," 16'1""","Pole Vault","Florida"
"2008","3A","Riley Egan, St. Thomas Aquinas (Fort Lauderdale), 16-7","Boys"," 16-7","Pole Vault","Florida"
"2008","2A","Andrew Deleo, Archbishop McCarthy (Fort Lauderdale), 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2008","1A","Noah Thompson, Coral Springs Christian, 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2009","4A","John Kennedy, Boone (Orlando), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2009","3A","Mike Vani, Merritt Island, 16'8""","Boys"," 16'8""","Pole Vault","Florida"
"2009","2A","Anthony Amodio, Archbishop McCarthy (Southwest Ranches), 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2009","1A","Parker Harris, Port St. Joe, 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2010","4A","David Shepherd, St. Thomas Aquinas (Fort Lauderdale), 15'6""","Boys"," 15'6""","Pole Vault","Florida"
"2010","3A","Alex Kazanski, Wiregrass Ranch (Wesley Chapel), 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2010","2A","Anthony Amodio, Archbishop McCarthy (Southwest Ranches), 15'6""","Boys"," 15'6""","Pole Vault","Florida"
"2010","1A","Gem Runyan, Admiral Farragut (St. Petersburg), 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2011","4A","Brian Baird, Plant (Tampa), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2011","3A","Andrew Bales, Mitchell (New Port Richey), 14'9""","Boys"," 14'9""","Pole Vault","Florida"
"2011","2A","Garrett Scantling, Episcopal (Jacksonville), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2011","1A","Conner Canatsey, Circle Christian (Orlando), 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2012","4A","Nicolas Shepherd, St. Thomas Aquinas (Fort Lauderdale), 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2012","3A","Josh McDaniel, Lakeland, 15'6""","Boys"," 15'6""","Pole Vault","Florida"
"2012","2A","Shelton McLean, Merritt Island, 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2012","1A","Brian Ullrich, St. John Neumann (Naples), 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2013","4A","Clayton Washburn, Olympia (Orlando) and Cayman Ellis, St. Petersburg, 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2013","3A","David Akins, Celebration, 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2013","2A","Nick Catchur, Jesuit (Tampa), 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2013","1A","Kyle Weaver, Maclay (Tallahassee), 15'0""","Boys"," 15'0""","Pole Vault","Florida"
"2014","4A","Sean Clarke, Lyman (Longwood), 14'3""","Boys"," 14'3""","Pole Vault","Florida"
"2014","3A","Devon Jerothe, River Ridge (New Port Richey), 14'0""","Boys"," 14'0""","Pole Vault","Florida"
"2014","2A","Harry Glasser, Bolles (Jacksonville), 16'0""","Boys"," 16'0""","Pole Vault","Florida"
"2014","1A","Drew McMichael, Evangelical Christian (Fort Myers), 14'6''","Boys"," 14'6''","Pole Vault","Florida"
"2015","4A","Sean Clarke, Lyman, 15'0''","Boys"," 15'0''","Pole Vault","Florida"
"2015","3A","Cole Colozzo, South Fork, 15'0''","Boys"," 15'0''","Pole Vault","Florida"
"2015","2A","David Bell, Bishop Kenny (Jacksonville), 16'1''","Boys"," 16'1''","Pole Vault","Florida"
"2015","1A","Drew McMichael, Evangelical Christian, 16'2''","Boys"," 16'2''","Pole Vault","Florida"
"2016","4A","Sean Clarke, Lyman, 15'9''","Boys"," 15'9''","Pole Vault","Florida"
"2016","3A","Cole Colozzo, South Fork, 15'0''","Boys"," 15'0''","Pole Vault","Florida"
"2016","2A","Noah Mumme, Satellite (Satellite Beach), 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2016","1A","Kane Aldrich, Community School (Naples), 14'6""","Boys"," 14'6""","Pole Vault","Florida"
"2017","4A","Gregory Skage, Winter Park, 4.70m","Boys"," 4.70m","Pole Vault","Florida"
"2017","3A","Carter Palasti, Gaither, 4.68m","Boys"," 4.68m","Pole Vault","Florida"
"2017","2A","Noah Mumme, Satellite, 4.68m","Boys"," 4.68m","Pole Vault","Florida"
"2017","1A","Kane Aldrich, Community School (Naples), 4.40m","Boys"," 4.40m","Pole Vault","Florida"
"2018","4A","Austin Thompson, Timber Creek (Orlando), 4.65m","Boys"," 4.65m","Pole Vault","Florida"
"2018","3A","Stone Baker, River Ridge (New Port Richey), 5.09","Boys","5.09m","Pole Vault","Florida"
"2018","2A","Noah Mumme, Satellite, 4.80m","Boys"," 4.80m","Pole Vault","Florida"
"2018","1A","Kane Aldrich, Community School (Naples), 4.50m","Boys"," 4.50m","Pole Vault","Florida"
"2019","4A","Noah St. Pierre, Lake Mary, 14'9""","Boys"," 14'9""","Pole Vault","Florida"
"2019","3A","Kobe Babin, Niceville, 15'9""","Boys"," 15'9""","Pole Vault","Florida"
"2019","2A","James Nutt, Cardinal Gibbons (Fort Lauderdale), 14'9""","Boys"," 14'9""","Pole Vault","Florida"
"2019","1A","Blake Rimmer, Pensacola Christian, 14'9""","Boys"," 14'9""","Pole Vault","Florida"
